AccessTime,LOName,studentID
2017-01-06T16:57:16.776600+00:00,WebVTT sample,student060@smartlearning.edu
2017-01-06T16:57:16.580500+00:00,Carriage of WebVTT TTML in MP4 files,student060@smartlearning.edu
2017-01-06T16:57:16.383300+00:00,DASH & Timed Text,student060@smartlearning.edu
2016-12-22T17:43:51.265800+00:00,Download TV Apps PDF,student058@smartlearning.edu
2017-01-06T16:57:16.110900+00:00,Adding text tracks 1,student060@smartlearning.edu
2017-01-06T16:57:15.910700+00:00,Adding text tracks 2,student060@smartlearning.edu
2017-01-06T16:57:15.715300+00:00,Übungsaufgaben zu Timed Text,student060@smartlearning.edu
2017-01-06T16:57:15.034100+00:00,Web and Media I: Download PDF,student060@smartlearning.edu
2016-12-22T17:43:45.743500+00:00,HbbTV - Basics,student058@smartlearning.edu
2017-01-06T16:57:14.079900+00:00,Übungsaufgaben zu Timed Text,student060@smartlearning.edu
2017-01-06T16:57:13.413000+00:00,Adding text tracks 2,student060@smartlearning.edu
2017-01-04T11:42:31.867100+00:00,Web Basics: Download PDF,student013@smartlearning.edu
2016-12-22T17:43:40.859800+00:00,HbbTV App services example 3,student058@smartlearning.edu
2016-12-22T17:43:38.265700+00:00,Fragen zu HbbTV,student058@smartlearning.edu
2017-01-06T16:57:12.632600+00:00,Adding text tracks 1,student060@smartlearning.edu
2017-01-06T16:57:11.422200+00:00,DASH & Timed Text,student060@smartlearning.edu
2017-01-06T16:57:10.692600+00:00,Carriage of WebVTT TTML in MP4 files,student060@smartlearning.edu
2017-01-06T16:57:09.940300+00:00,WebVTT sample,student060@smartlearning.edu
2017-01-06T16:57:09.103700+00:00,WebVTT support,student060@smartlearning.edu
2017-01-06T16:57:06.928700+00:00,Timed Text,student060@smartlearning.edu
2017-01-06T16:57:07.063000+00:00,RESTful resources,student045@smartlearning.edu
2016-12-22T17:43:11.095600+00:00,Fragen zu HbbTV,student058@smartlearning.edu
2016-12-22T17:42:59.698900+00:00,Hybrid Broadcast Broadband Television,student058@smartlearning.edu
2016-12-22T17:42:51.594300+00:00,HbbTV - Basics,student058@smartlearning.edu
2016-12-22T17:42:48.459800+00:00,HbbTV+-+Basics,student058@smartlearning.edu
2017-01-04T11:42:28.221500+00:00,DNS,student013@smartlearning.edu
2016-12-22T17:41:19.569800+00:00,Übungsaufgaben zu Filtering Approaches,student058@smartlearning.edu
2016-12-22T17:38:17.948600+00:00,Übungsaufgaben zu Filtering Approaches,student058@smartlearning.edu
2017-01-05T17:43:30.490900+00:00,From+Internet+of+Things+to+Web+of+Things,student036@smartlearning.edu
2017-01-06T16:57:05.758300+00:00,RESTful resources,student045@smartlearning.edu
2017-01-06T16:57:04.503100+00:00,The Web of Things: Don't reinvent the wheel,student045@smartlearning.edu
2017-01-06T16:57:04.444000+00:00,Adding text tracks 2,student060@smartlearning.edu
2017-01-06T16:57:01.818800+00:00,The Web of Things in a nutshell,student045@smartlearning.edu
2017-01-06T16:56:58.538700+00:00,The Web of Things,student045@smartlearning.edu
2016-12-22T17:38:10.498700+00:00,Filtering,student058@smartlearning.edu
2016-12-22T17:37:42.425600+00:00,Filtering+Approaches,student058@smartlearning.edu
2016-12-22T17:33:57.515900+00:00,"SSDP,+UPnP+and+DLNA",student058@smartlearning.edu
2016-12-22T17:31:45.113800+00:00,"SSDP,+UPnP+and+DLNA",student058@smartlearning.edu
2016-12-22T17:30:33.449800+00:00,HTML,student058@smartlearning.edu
2016-12-22T17:30:30.776600+00:00,HTML,student058@smartlearning.edu
2017-01-04T11:12:58.702400+00:00,Common file format encryption,student013@smartlearning.edu
2017-01-04T11:12:47.020500+00:00,Media Creation (File or Stream),student013@smartlearning.edu
2017-01-04T10:28:51.772300+00:00,Common file format,student013@smartlearning.edu
2017-01-04T10:27:42.322900+00:00,Common Encryption (CENC),student013@smartlearning.edu
2017-01-04T10:26:30.768100+00:00,Common file format,student013@smartlearning.edu
2017-01-04T10:26:27.470500+00:00,Common+Encryption,student013@smartlearning.edu
2017-01-04T10:26:15.947400+00:00,Performance metrics in DASH.js 2,student013@smartlearning.edu
2017-01-04T10:26:11.563500+00:00,Performance metrics in DASH.js 1,student013@smartlearning.edu
2017-01-04T10:26:08.037800+00:00,DASH.js overview 1.5.0,student013@smartlearning.edu
2017-01-04T10:26:02.498200+00:00,DASH.js bitrate adaption,student013@smartlearning.edu
2017-01-04T10:25:57.673200+00:00,DASH.js,student013@smartlearning.edu
2017-01-04T10:25:43.841000+00:00,Performance metrics in DASH.js 1,student013@smartlearning.edu
2017-01-04T10:25:29.189100+00:00,MPEG DASH: Browser support,student013@smartlearning.edu
2017-01-04T10:25:24.653600+00:00,MPEG DASH: MPD Example,student013@smartlearning.edu
2017-01-04T10:25:21.346400+00:00,MPEG DASH scope,student013@smartlearning.edu
2017-01-04T10:25:16.009200+00:00,MPEG DASH,student013@smartlearning.edu
2017-01-04T10:25:05.293700+00:00,Adaptive Streaming,student013@smartlearning.edu
2017-01-04T10:24:58.347600+00:00,Content Delivery Networks,student013@smartlearning.edu
2017-01-04T10:24:53.444200+00:00,Overview of HTTP Streaming,student013@smartlearning.edu
2017-01-04T10:24:48.853400+00:00,Overview,student013@smartlearning.edu
2017-01-04T10:24:42.520100+00:00,HTTP+Adaptive+Streaming+and+MPEG+DASH,student013@smartlearning.edu
2017-01-04T10:24:13.194800+00:00,Common file format,student013@smartlearning.edu
2017-01-04T10:23:33.058300+00:00,Common Encryption (CENC),student013@smartlearning.edu
2017-01-04T10:22:24.658300+00:00,Über+Fraunhofer,student013@smartlearning.edu
2017-01-04T10:20:57.293300+00:00,Common file format,student013@smartlearning.edu
2017-01-04T10:20:50.777400+00:00,Overview,student013@smartlearning.edu
2017-01-04T10:20:35.904200+00:00,Common Encryption (CENC),student013@smartlearning.edu
2017-01-04T10:20:28.595600+00:00,Media Creation (File or Stream),student013@smartlearning.edu
2017-01-04T10:20:17.777800+00:00,Protection System Header Box,student013@smartlearning.edu
2017-01-04T10:20:08.833600+00:00,Common Encryption (CENC),student013@smartlearning.edu
2017-01-06T16:56:54.249900+00:00,The web as the solution,student045@smartlearning.edu
2017-01-06T16:56:43.395200+00:00,Web of Things,student045@smartlearning.edu
2017-01-06T16:56:39.765400+00:00,Übungsaufgaben zu Timed Text,student060@smartlearning.edu
2017-01-06T16:56:33.250100+00:00,Timed+Text,student060@smartlearning.edu
2017-01-06T16:56:29.000000+00:00,Web+of+Things,student045@smartlearning.edu
2017-01-05T17:43:01.290700+00:00,Web Basics: Download PDF,student036@smartlearning.edu
2017-01-05T17:42:47.802400+00:00,IoT+Composition,student057@smartlearning.edu
2017-01-05T17:42:37.088500+00:00,Semantic+Service+Discovery,student057@smartlearning.edu
2017-01-05T17:42:35.742700+00:00,Web vs. native: an overview,student036@smartlearning.edu
2017-01-05T17:42:29.435700+00:00,Web Basics: Download PDF,student036@smartlearning.edu
2017-01-05T17:42:26.693400+00:00,Physical Web: How to start?,student057@smartlearning.edu
2017-01-04T10:19:59.609700+00:00,Common file format,student013@smartlearning.edu
2017-01-04T10:19:46.512200+00:00,Overview,student013@smartlearning.edu
2017-01-04T10:19:14.538500+00:00,Common file format,student013@smartlearning.edu
2017-01-06T16:55:53.725000+00:00,Web+Security,student045@smartlearning.edu
2017-01-06T16:55:20.135800+00:00,Übungsaufgaben zu HTTP Adaptive Streaming MPEG DASH,student045@smartlearning.edu
2017-01-06T16:55:14.458800+00:00,HTML5 application cache,student060@smartlearning.edu
2017-01-04T10:19:06.015500+00:00,Overview,student013@smartlearning.edu
2017-01-04T10:19:00.919200+00:00,Common Encryption (CENC),student013@smartlearning.edu
2017-01-04T10:18:58.138600+00:00,Common+Encryption,student013@smartlearning.edu
2017-01-04T10:17:46.745000+00:00,Adding text tracks 1,student013@smartlearning.edu
2017-01-04T10:17:44.224600+00:00,Adding text tracks 2,student013@smartlearning.edu
2017-01-04T10:17:31.149200+00:00,Web and Media I: Download PDF,student013@smartlearning.edu
2017-01-04T10:17:17.819900+00:00,Timed Text,student013@smartlearning.edu
2017-01-04T10:17:16.196400+00:00,Timed+Text,student013@smartlearning.edu
2017-01-04T10:16:57.595800+00:00,Web and Media I: Download PDF,student013@smartlearning.edu
2017-01-04T10:16:53.166400+00:00,Digital+Rights+Management,student013@smartlearning.edu
2017-01-04T10:16:31.452600+00:00,Web and Media I: Download PDF,student013@smartlearning.edu
2017-01-04T10:16:21.795600+00:00,HTTP+Adaptive+Streaming+and+MPEG+DASH,student013@smartlearning.edu
2017-01-04T10:16:15.016600+00:00,Web and Media I: Download PDF,student013@smartlearning.edu
2017-01-04T10:16:06.218500+00:00,Web and Media II: Download PDF,student013@smartlearning.edu
2017-01-04T10:16:03.374100+00:00,Web and Media I: Download PDF,student013@smartlearning.edu
2017-01-04T10:15:46.832300+00:00,Motivation,student013@smartlearning.edu
2017-01-04T10:14:07.443400+00:00,Download PDF,student013@smartlearning.edu
2017-01-04T10:14:00.953700+00:00,Web+Standards+am+Beispiel+des+W3C,student013@smartlearning.edu
2017-01-04T10:09:38.865500+00:00,Download PDF,student013@smartlearning.edu
2017-01-04T10:09:29.238400+00:00,Einführung+zu+Video,student013@smartlearning.edu
2017-01-04T10:09:14.331500+00:00,Video Drives the Internet,student013@smartlearning.edu
2017-01-04T10:08:26.538800+00:00,Einführung+zu+Video,student013@smartlearning.edu
2017-01-04T10:08:07.380400+00:00,Modul Advanced Web Technologies,student013@smartlearning.edu
2017-01-04T10:08:03.013900+00:00,Modulinformation,student013@smartlearning.edu
2017-01-04T10:07:51.202900+00:00,Über+Fraunhofer,student013@smartlearning.edu
2017-01-05T17:42:23.354300+00:00,Demo,student057@smartlearning.edu
2017-01-06T16:55:10.749600+00:00,HTML5,student060@smartlearning.edu
2017-01-06T16:55:07.997700+00:00,HTML example,student060@smartlearning.edu
2017-01-06T16:55:04.181700+00:00,MPEG DASH,student045@smartlearning.edu
2017-01-06T16:54:59.612200+00:00,Adaptive Streaming,student045@smartlearning.edu
2017-01-06T16:54:52.655800+00:00,A Typical Topology to serve media content,student045@smartlearning.edu
2017-01-06T16:54:45.444000+00:00,Overview of HTTP Streaming,student045@smartlearning.edu
2017-01-06T16:54:42.245500+00:00,HTTP+Adaptive+Streaming+and+MPEG+DASH,student045@smartlearning.edu
2017-01-06T16:54:41.194200+00:00,HTML,student060@smartlearning.edu
2017-01-06T16:54:36.899700+00:00,HTML5 application cache,student060@smartlearning.edu
2017-01-06T16:54:33.668100+00:00,HTML5 application cache,student060@smartlearning.edu
2017-01-06T16:54:27.128500+00:00,HTML example,student060@smartlearning.edu
2017-01-06T16:54:10.363200+00:00,Übungsaufgaben zu Subresource Integrity,student045@smartlearning.edu
2017-01-06T16:54:07.966900+00:00,Subresource+Integrity,student045@smartlearning.edu
2017-01-06T16:53:27.577500+00:00,Übungsaufgaben zu JavaScript,student045@smartlearning.edu
2017-01-06T16:53:24.523400+00:00,JavaScript,student045@smartlearning.edu
2017-01-06T16:53:15.244800+00:00,CSS,student045@smartlearning.edu
2017-01-06T16:52:54.581600+00:00,HTML5 application cache,student060@smartlearning.edu
2017-01-06T16:52:36.769100+00:00,HTML5 application cache,student060@smartlearning.edu
2017-01-06T16:52:14.728400+00:00,Übungsfragen zu HTML,student060@smartlearning.edu
2017-01-06T16:52:11.537600+00:00,HTML,student060@smartlearning.edu
2017-01-06T16:51:51.012000+00:00,Übungsfragen zu HTML,student045@smartlearning.edu
2017-01-06T16:51:46.932400+00:00,HTML,student045@smartlearning.edu
2017-01-06T16:50:10.442800+00:00,Multiscreen PDF Download,student060@smartlearning.edu
2017-01-06T16:50:06.797300+00:00,Terminology,student060@smartlearning.edu
2017-01-06T16:49:43.374300+00:00,HbbTV+2.0,student060@smartlearning.edu
2017-01-05T17:42:18.732800+00:00,Packaged+Web+Apps,student036@smartlearning.edu
2017-01-05T17:42:18.183400+00:00,Demos,student057@smartlearning.edu
2017-01-04T10:07:30.277700+00:00,Performance metrics in DASH.js 1,student013@smartlearning.edu
2017-01-04T10:06:52.752100+00:00,HTTP+Adaptive+Streaming+and+MPEG+DASH,student013@smartlearning.edu
2017-01-04T10:06:17.416100+00:00,Modulinformation,student013@smartlearning.edu
2017-01-04T10:05:57.841100+00:00,Web+and+Media,student013@smartlearning.edu
2017-01-03T23:00:46.397700+00:00,Technical+Issues+in+Recommendation+Engines,student023@smartlearning.edu
2017-01-03T23:00:11.335300+00:00,Multiscreen PDF Download,student023@smartlearning.edu
2017-01-03T23:00:08.207900+00:00,Samsung+MS+SDK,student023@smartlearning.edu
2017-01-03T22:59:41.346100+00:00,Timed+Text,student023@smartlearning.edu
2017-01-03T22:59:06.419900+00:00,Download TV Apps PDF,student023@smartlearning.edu
2017-01-03T22:58:59.525200+00:00,Recommendation - Define all platforms first,student023@smartlearning.edu
2017-01-26T08:50:55.411600+00:00,iBeacons,student073@smartlearning.edu
2017-01-26T08:49:32.828200+00:00,Übungsaufgaben zu DIAL,student073@smartlearning.edu
2017-01-26T08:49:29.104900+00:00,DIAL Demo II,student073@smartlearning.edu
2017-01-26T08:49:21.247400+00:00,DIAL Demo,student073@smartlearning.edu
2017-01-26T08:48:50.509500+00:00,DIAL Message Flow Example,student073@smartlearning.edu
2017-01-26T08:48:43.628300+00:00,Discovery And Launch Protocol DIAL,student073@smartlearning.edu
2017-01-26T08:48:42.865400+00:00,DIAL Message Flow Example,student073@smartlearning.edu
2017-01-26T08:46:56.590000+00:00,Discovery And Launch Protocol DIAL,student073@smartlearning.edu
2017-01-26T08:46:51.174600+00:00,Architecture,student073@smartlearning.edu
2017-01-26T08:46:40.045000+00:00,DIAL,student073@smartlearning.edu
2017-01-26T08:46:23.154900+00:00,Multiscreen PDF Download,student073@smartlearning.edu
2017-01-26T08:45:53.822700+00:00,AirPlay: Screen Mirroring,student073@smartlearning.edu
2017-01-26T08:45:08.659300+00:00,AirPlay: Events Over PTTH,student073@smartlearning.edu
2017-01-26T08:45:05.490100+00:00,AirPlay: Video Sharing,student073@smartlearning.edu
2017-01-26T08:45:01.949200+00:00,AirPlay: Events Over PTTH,student073@smartlearning.edu
2017-01-26T08:44:33.526300+00:00,AirPlay: Video Sharing,student073@smartlearning.edu
2017-01-26T08:44:21.228900+00:00,AirPlay: Photo Sharing,student073@smartlearning.edu
2017-01-26T08:42:28.175000+00:00,AirPlay II,student073@smartlearning.edu
2017-01-26T08:41:35.404800+00:00,AirPlay,student073@smartlearning.edu
2017-01-26T08:41:15.797800+00:00,Bonjour Demo,student073@smartlearning.edu
2017-01-26T08:40:23.315000+00:00,MDNS/DNS-SD Message Flow Example,student073@smartlearning.edu
2017-01-26T08:38:07.881500+00:00,Multicast DNS (MDNS) - DNS Service Discovery (DNS-SD),student073@smartlearning.edu
2017-01-26T08:37:46.299200+00:00,Architecture,student073@smartlearning.edu
2017-01-26T08:37:40.010400+00:00,"Bonjour,+HTTP+and+Airplay",student073@smartlearning.edu
2017-01-26T00:39:02.328800+00:00,Browser Sandbox,student015@smartlearning.edu
2017-01-26T00:39:01.363600+00:00,Sandbox,student015@smartlearning.edu
2017-01-26T00:38:56.974100+00:00,Browser Sandbox,student015@smartlearning.edu
2017-01-26T00:38:55.775000+00:00,Sandbox,student015@smartlearning.edu
2017-01-26T00:38:52.680600+00:00,Browser Sandbox,student015@smartlearning.edu
2017-01-26T00:38:46.678600+00:00,Browser+Sandbox,student015@smartlearning.edu
2017-01-25T22:40:27.909300+00:00,"Bonjour,+HTTP+and+Airplay",student073@smartlearning.edu
2017-01-25T22:40:13.779100+00:00,Companion+Devices,student073@smartlearning.edu
2017-01-25T22:37:49.823200+00:00,"Übungsaufgaben zu SSDP, UPnP und DLNA",student073@smartlearning.edu
2017-01-25T22:37:43.665000+00:00,UPnP Demo,student073@smartlearning.edu
2017-01-25T22:34:59.115200+00:00,DLNA Device Types For Content Sharing,student073@smartlearning.edu
2017-01-25T22:33:56.961500+00:00,Digitial Living Network Alliance (DLNA),student073@smartlearning.edu
2017-01-25T22:33:51.063800+00:00,UPnP Device Description Example,student073@smartlearning.edu
2017-01-25T22:32:36.023700+00:00,Universal Plug And Play Protocol UPnP,student073@smartlearning.edu
2017-01-25T22:32:22.935400+00:00,SSDP Message Flow Example,student073@smartlearning.edu
2017-01-25T22:30:52.520700+00:00,Simple Service Discovery Protocol SSDP,student073@smartlearning.edu
2017-01-25T22:30:47.960200+00:00,"SSDP, UPnP and DLNA",student073@smartlearning.edu
2017-01-25T22:30:29.221000+00:00,"SSDP,+UPnP+and+DLNA",student073@smartlearning.edu
2017-01-25T22:27:53.712600+00:00,"Übungsaufgaben zu Use Cases, Features and Challenges",student073@smartlearning.edu
2017-01-25T22:27:02.815900+00:00,Architecture,student073@smartlearning.edu
2017-01-25T22:26:13.696900+00:00,Feature Technology Matrix,student073@smartlearning.edu
2017-01-25T22:26:05.871800+00:00,How To Adapt To Different Screens? Demo,student073@smartlearning.edu
2017-01-25T22:24:18.886200+00:00,How To Adapt To Different Screens?,student073@smartlearning.edu
2017-01-25T22:24:18.346900+00:00,How To Keep Screens In Sync? Demo,student073@smartlearning.edu
2017-01-05T17:42:06.953200+00:00,Findability,student057@smartlearning.edu
2017-01-05T17:42:03.186500+00:00,Discovery+Protocols,student057@smartlearning.edu
2017-01-03T22:58:53.118500+00:00,TV Development: Recommendations,student023@smartlearning.edu
2017-01-03T22:58:47.971600+00:00,Recommendation - Test on real devices,student023@smartlearning.edu
2017-01-05T17:41:55.721900+00:00,IoT+Data+Services,student057@smartlearning.edu
2017-01-05T17:41:49.483900+00:00,Glue.things,student036@smartlearning.edu
2017-01-05T17:41:44.910500+00:00,IoT+Protocols,student057@smartlearning.edu
2017-01-05T17:41:33.333200+00:00,Standards+and+Initiatives,student057@smartlearning.edu
2017-01-05T17:41:32.222800+00:00,The web as the solution,student036@smartlearning.edu
2017-01-03T22:58:39.481100+00:00,TV+Development+Recommendations,student023@smartlearning.edu
2017-01-03T22:58:11.421300+00:00,Web and Media II: Download PDF,student023@smartlearning.edu
2017-01-05T17:41:28.052400+00:00,Web of Things,student036@smartlearning.edu
2017-01-03T22:57:55.873100+00:00,Web and Media I: Download PDF,student023@smartlearning.edu
2017-01-03T22:57:46.685500+00:00,Stream+Analysis,student023@smartlearning.edu
2017-01-03T22:57:00.534000+00:00,Web Basics: Download PDF,student023@smartlearning.edu
2017-01-03T22:56:58.488100+00:00,DNS,student023@smartlearning.edu
2017-01-03T22:55:42.606300+00:00,Download PDF,student023@smartlearning.edu
2017-01-03T22:55:36.442300+00:00,FOKUS Media Web Week,student023@smartlearning.edu
2017-01-03T22:55:30.859700+00:00,Über+Fraunhofer,student023@smartlearning.edu
2017-01-03T21:49:28.293600+00:00,DNS - The Domain Name System,student015@smartlearning.edu
2017-01-03T21:49:25.636900+00:00,Web architecture basics: DNS,student015@smartlearning.edu
2017-01-03T21:49:21.782000+00:00,DNS,student015@smartlearning.edu
2017-01-05T17:41:16.550500+00:00,Web+of+Things,student036@smartlearning.edu
2017-01-05T17:41:15.954700+00:00,Übungsaufgaben zu Web of Things,student057@smartlearning.edu
2017-01-05T17:41:10.721400+00:00,Web+of+Things,student057@smartlearning.edu
2017-01-03T21:48:16.528800+00:00,Web Basics: Download PDF,student015@smartlearning.edu
2017-01-03T21:47:24.338000+00:00,Web Basics: Download PDF,student015@smartlearning.edu
2017-01-03T21:47:21.415300+00:00,DNS,student015@smartlearning.edu
2017-01-03T21:47:01.911400+00:00,W3C Web Standards: HTML5,student015@smartlearning.edu
2017-01-03T21:46:59.065500+00:00,W3C Patent Policy,student015@smartlearning.edu
2017-01-03T21:46:56.692100+00:00,W3C Web Standards,student015@smartlearning.edu
2017-01-03T21:46:56.374200+00:00,W3C Überblick,student015@smartlearning.edu
2017-01-03T21:32:26.236600+00:00,W3C,student015@smartlearning.edu
2017-01-03T21:32:24.308900+00:00,Web+Standards+am+Beispiel+des+W3C,student015@smartlearning.edu
2017-01-05T17:41:01.932700+00:00,From pages to things,student036@smartlearning.edu
2017-01-05T17:40:59.418900+00:00,RESTful resources,student036@smartlearning.edu
2017-01-05T17:40:52.417300+00:00,The web as the solution,student036@smartlearning.edu
2017-01-05T17:40:51.344300+00:00,Problem statement,student057@smartlearning.edu
2017-01-05T17:40:48.171100+00:00,Web of Things,student036@smartlearning.edu
2017-01-05T17:40:28.588900+00:00,From+Internet+of+Things+to+Web+of+Things,student057@smartlearning.edu
2017-01-05T17:40:18.435600+00:00,Findability,student057@smartlearning.edu
2017-01-03T21:32:10.381300+00:00,New Trends: Interactive Video & VR/360° Video,student015@smartlearning.edu
2017-01-03T21:32:06.670600+00:00,Multiscreen: Setting the Scene,student015@smartlearning.edu
2017-01-03T21:32:05.629200+00:00,Download PDF,student015@smartlearning.edu
2017-01-03T21:32:00.896500+00:00,Download PDF,student015@smartlearning.edu
2017-01-03T21:31:59.985700+00:00,Multiscreen: Setting the Scene,student015@smartlearning.edu
2017-01-03T21:31:58.344300+00:00,International Relevance,student015@smartlearning.edu
2017-01-03T21:31:56.588800+00:00,Delivering Media: Tech to Understand,student015@smartlearning.edu
2017-01-03T21:31:55.156800+00:00,Overview of HTTP Streaming,student015@smartlearning.edu
2017-01-03T21:31:54.270000+00:00,Internet Delivered Media - Interactive Multi-Screen Content,student015@smartlearning.edu
2017-01-03T21:31:53.215900+00:00,HbbTV - Broadcast-Related App Delivery,student015@smartlearning.edu
2017-01-03T21:18:47.649400+00:00,TV Apps,student015@smartlearning.edu
2017-01-03T21:15:33.055600+00:00,360° Video Example,student015@smartlearning.edu
2017-01-03T21:15:32.031300+00:00,TV Apps,student015@smartlearning.edu
2017-01-03T21:15:29.317500+00:00,360° Video Example,student015@smartlearning.edu
2017-01-03T21:15:25.733300+00:00,New Trends: Interactive Video & VR/360° Video,student015@smartlearning.edu
2016-12-22T13:45:57.093600+00:00,Predictive+Data+Mining+and+Recommendation+Engines,student045@smartlearning.edu
2017-01-03T21:15:24.572500+00:00,"Why Video is big, and will continue to grow",student015@smartlearning.edu
2017-01-03T21:14:43.146300+00:00,Video Drives the Internet,student015@smartlearning.edu
2017-01-03T21:06:47.587600+00:00,Einführung+zu+Video,student015@smartlearning.edu
2017-01-03T21:06:43.846800+00:00,Modulinformation,student015@smartlearning.edu
2017-01-03T20:57:39.273700+00:00,Download PDF,student058@smartlearning.edu
2017-01-03T20:57:30.532200+00:00,Modulinformation,student058@smartlearning.edu
2017-01-03T20:57:22.461300+00:00,Modul Advanced Web Technologies,student058@smartlearning.edu
2017-01-05T17:40:13.295200+00:00,Findability,student057@smartlearning.edu
2017-01-03T20:55:02.881700+00:00,Modulinformation,student058@smartlearning.edu
2017-01-03T20:31:30.485900+00:00,Architecture,student015@smartlearning.edu
2017-01-03T20:31:30.135600+00:00,Web RTC II,student015@smartlearning.edu
2017-01-03T20:31:30.080500+00:00,Web RTC,student015@smartlearning.edu
2017-01-03T20:31:29.874500+00:00,WebRTC Demo,student015@smartlearning.edu
2017-01-03T20:31:19.586000+00:00,Übungsaufgaben zu WebRTC,student015@smartlearning.edu
2017-01-05T17:40:07.944200+00:00,Composition,student057@smartlearning.edu
2017-01-05T17:39:59.777900+00:00,Semantic+Service+Discovery,student057@smartlearning.edu
2017-01-05T17:39:52.795400+00:00,Übungsaufgaben zu Web of Things,student036@smartlearning.edu
2017-01-03T20:31:14.117700+00:00,WebRTC Demo,student015@smartlearning.edu
2017-01-03T20:31:12.704400+00:00,Web RTC II,student015@smartlearning.edu
2017-01-03T20:31:10.880300+00:00,Web RTC,student015@smartlearning.edu
2017-01-03T20:30:41.736000+00:00,Architecture,student015@smartlearning.edu
2017-01-03T20:30:38.539600+00:00,Web+RTC,student015@smartlearning.edu
2017-01-03T20:21:25.924800+00:00,Samsung+MS+SDK,student094@smartlearning.edu
2017-01-03T20:21:16.067800+00:00,LG+Connect+SDK,student094@smartlearning.edu
2017-01-03T20:21:09.040400+00:00,iOS+SDK,student094@smartlearning.edu
2017-01-03T20:21:01.900100+00:00,Android+SDK,student094@smartlearning.edu
2017-01-03T20:16:18.524100+00:00,Übungsaufgaben zu HbbTV 2.0,student094@smartlearning.edu
2017-01-03T20:16:17.007700+00:00,HbbTV+2.0,student094@smartlearning.edu
2017-01-03T20:09:15.409400+00:00,Media+Queries,student094@smartlearning.edu
2017-01-03T19:59:33.978700+00:00,Übungsaufgaben zu Miracast WiDi,student094@smartlearning.edu
2017-01-03T19:59:32.418200+00:00,Miracast+WiDi,student094@smartlearning.edu
2017-01-03T19:32:49.503000+00:00,360° Video Example,student015@smartlearning.edu
2017-01-03T19:32:48.917000+00:00,TV Apps,student015@smartlearning.edu
2017-01-05T17:39:37.128100+00:00,Web+of+Things,student036@smartlearning.edu
2017-01-03T19:32:48.228700+00:00,360° Video Example,student015@smartlearning.edu
2017-01-03T19:32:47.928900+00:00,New Trends: Interactive Video & VR/360° Video,student015@smartlearning.edu
2017-01-03T19:32:47.550100+00:00,"Why Video is big, and will continue to grow",student015@smartlearning.edu
2017-01-03T19:32:45.618400+00:00,Video Drives the Internet,student015@smartlearning.edu
2017-01-03T19:32:35.421500+00:00,Einführung+zu+Video,student015@smartlearning.edu
2017-01-05T17:39:08.013300+00:00,Web+of+Things,student036@smartlearning.edu
2017-01-26T09:07:29.322900+00:00,Internet Delivered Media,student086@smartlearning.edu
2017-01-26T09:07:28.056900+00:00,Web & Media,student086@smartlearning.edu
2017-01-26T09:07:23.283700+00:00,Miracast / Intel WiDi,student073@smartlearning.edu
2017-01-26T09:07:19.864600+00:00,Web+and+Media,student086@smartlearning.edu
2017-01-26T09:07:16.292800+00:00,Architecture,student073@smartlearning.edu
2017-01-26T09:06:53.728300+00:00,Miracast+WiDi,student073@smartlearning.edu
2017-01-26T09:05:35.594300+00:00,Übungsaufgaben zu Physical Web,student073@smartlearning.edu
2017-01-26T09:05:22.322600+00:00,Physical Web Demo,student073@smartlearning.edu
2017-01-26T09:05:17.908200+00:00,How To Broadcast URLs? SSDP,student073@smartlearning.edu
2017-01-26T09:05:17.267600+00:00,Physical Web Demo,student073@smartlearning.edu
2017-01-26T09:05:16.839200+00:00,How To Broadcast URLs? SSDP,student073@smartlearning.edu
2017-01-26T09:05:13.357700+00:00,Physical Web Demo,student073@smartlearning.edu
2017-01-26T09:01:02.050100+00:00,How To Broadcast URLs? SSDP,student073@smartlearning.edu
2017-01-26T08:58:18.726100+00:00,How To Broadcast URLs? mDNS,student073@smartlearning.edu
2017-01-26T08:57:33.798200+00:00,How To Broadcast URLs? UriBeacon Specification,student073@smartlearning.edu
2017-01-26T08:56:35.628600+00:00,How To Broadcast URLs - UriBeacon: Concept,student073@smartlearning.edu
2017-01-26T08:55:07.145200+00:00,Physical Web - How To Broadcast URLs?,student073@smartlearning.edu
2017-01-26T08:54:33.273500+00:00,Physical Web - How It Works?,student073@smartlearning.edu
2017-01-26T08:53:32.286400+00:00,Physical Web - How Can Be Used?,student073@smartlearning.edu
2017-01-26T08:52:59.747700+00:00,RESTful Resources 3,student048@smartlearning.edu
2017-01-26T08:52:59.547400+00:00,RESTful Resources 4,student048@smartlearning.edu
2017-01-26T08:52:59.299300+00:00,RESTful API for Web-enabled Devices,student048@smartlearning.edu
2017-01-26T08:52:58.404000+00:00,Apple HomeKIT & HealthKIT,student048@smartlearning.edu
2017-01-26T08:52:57.715900+00:00,RESTful API for Web-enabled Devices,student048@smartlearning.edu
2017-01-26T08:52:57.116200+00:00,RESTful Resources 4,student048@smartlearning.edu
2017-01-26T08:52:55.803000+00:00,RESTful Resources 3,student048@smartlearning.edu
2017-01-26T08:52:54.490100+00:00,RESTful Resources 2,student048@smartlearning.edu
2017-01-03T18:37:09.816500+00:00,Blurry Picture,student094@smartlearning.edu
